Generation,Champion Fitness,Champion Complexity,Champion Depth
1,1501,35,5
2,1501,489,12
3,1585,489,12
4,1585,485,12
5,1979,127,6
6,1979,155,9
7,2707,295,13
8,2707,295,13
9,2707,319,13
10,2992,153,9
11,2992,167,9
12,2996,307,13
13,2996,291,13
14,2996,291,13
15,2996,315,12
16,2996,299,13
17,3178,247,13
18,3178,247,13
19,3178,247,13
20,3178,247,13
21,3178,531,19
22,3185,227,10
23,3185,227,10
24,3185,227,10
25,3185,227,10
26,3185,231,10
27,3185,243,10
28,3185,213,10
29,3185,213,10
30,3185,763,25
31,3185,217,10
32,3370,239,11
33,3370,237,11
34,3370,237,11
35,3370,235,11
36,3371,243,12
37,3371,427,17
38,3371,243,12
39,3371,185,10
40,3371,269,13
41,3371,397,15
42,3371,377,15
43,3371,275,14
44,3371,275,14
45,3371,325,15
46,3371,581,18
47,3371,375,16
48,3371,493,18
49,3371,363,20
50,3371,275,14
51,3371,425,23
52,3371,399,18
53,3371,347,20
54,3371,399,18
55,3371,253,12
56,3371,901,23
57,3371,651,23
58,3371,269,14
59,3371,449,23
60,3371,655,23
61,3371,415,21
62,3371,549,22
63,3425,309,21
64,3425,309,21
65,3425,307,21
66,3425,309,21
67,3425,309,21
68,3425,309,21
69,3425,305,21
70,3425,305,21
71,3425,385,21
72,3425,427,21
73,3425,207,21
74,3425,297,21
75,4026,317,21
76,4026,317,21
77,4026,387,26
78,4026,235,21
79,4026,377,26
80,4026,367,26
81,4026,503,31
82,4026,419,27
83,4026,203,21
84,4026,567,37
85,4026,341,19
86,4026,211,21
87,4026,521,32
88,4026,351,21
89,4026,405,30
90,4026,115,15
91,4026,325,22
92,4026,541,35
93,4026,547,30
94,4026,553,33
95,4026,537,31
96,4026,553,33
97,4026,601,35
98,4026,389,21
99,4065,541,31
100,4065,531,31
101,4065,527,31
102,4554,563,31
103,4554,533,31
104,4554,563,31
105,4554,537,31
106,4554,533,31
107,4554,535,31
108,4554,213,20
109,4554,465,31
110,4554,495,31
111,4560,271,21
112,4560,387,32
113,4560,387,32
114,4560,521,33
115,4560,391,32
116,4560,523,33
117,4560,577,38
118,4560,395,32
119,4560,267,29
120,4560,417,38
121,4560,381,32
122,4560,391,32
123,4632,347,38
124,4640,379,32
125,4640,379,32
126,4640,379,32
127,4640,377,32
128,4640,371,32
129,4640,375,38
130,4640,233,24
131,4640,275,24
132,4640,439,34
133,4640,441,35
134,4640,289,31
135,4640,391,43
136,4640,377,32
137,4640,405,32
138,4640,299,23
139,4640,413,30
140,4640,543,27
141,4640,407,32
142,4640,393,30
143,4640,455,23
144,4640,371,38
145,4703,357,25
146,4703,357,25
147,4703,509,37
148,4703,373,25
149,4703,379,25
150,4703,355,25
151,4703,341,26
152,4703,235,14
153,4703,355,25
154,4703,423,25
155,4703,715,60
156,4703,463,34
157,4703,507,34
158,4703,499,39
159,4703,349,25
160,4703,385,26
161,4703,325,25
162,4703,795,35
163,4703,491,27
164,4703,583,27
165,4703,479,39
166,4703,557,27
167,4703,949,60
168,4703,319,25
169,4703,581,39
170,4703,357,25
171,4703,949,60
172,4703,655,39
173,4703,699,35
174,4703,247,17
175,4703,991,63
176,4703,311,23
177,4703,459,34
178,4703,193,17
179,4703,741,35
180,4703,599,39
181,4703,271,24
182,4703,975,60
183,4703,911,60
184,4703,841,47
185,4703,909,60
186,4703,881,54
187,4703,581,35
188,4703,869,47
189,4703,607,37
190,4703,971,60
191,4703,871,60
192,4703,703,35
193,4703,907,60
194,4703,597,35
195,4703,701,35
196,4703,609,35
197,4703,643,33
198,4703,629,35
199,4703,877,60
200,4783,645,35
201,4783,645,35
202,4783,649,35
203,4783,649,35
204,4783,645,35
205,4783,651,35
206,4783,669,35
207,4783,631,35
208,4783,679,35
209,4783,647,35
210,4783,643,35
211,4783,533,35
212,4783,525,35
213,4783,459,35
214,4783,939,31
215,4783,809,35
216,4783,775,35
217,4783,547,21
218,4783,801,35
219,4783,399,21
220,4783,603,30
221,4783,785,35
222,4783,779,35
223,4783,821,39
224,4783,457,35
225,4783,569,35
226,4783,509,35
227,4783,775,35
228,4783,861,31
229,4783,771,35
230,4783,973,31
231,4783,623,35
232,4783,643,35
233,4783,685,35
234,4783,607,35
235,4783,685,35
236,4783,607,35
237,4783,787,36
238,4783,691,35
239,4783,689,34
240,4783,661,35
241,4783,589,35
242,4783,947,35
243,4783,645,30
244,4783,759,35
245,4783,793,35
246,4783,793,38
247,4783,625,35
248,4783,777,35
249,4783,635,35
250,4783,477,35
251,4783,627,32
252,4783,791,35
253,4783,631,35
254,4783,561,35
255,4783,777,35
256,4783,645,28
257,4783,679,35
258,4783,669,28
259,4783,731,29
260,4783,551,37
261,4783,599,33
262,4783,603,28
263,4783,623,31
264,4783,651,29
265,4783,375,30
266,4783,747,33
267,4783,871,39
268,4783,807,35
269,4783,615,35
270,4783,659,29
271,4783,863,39
272,4783,689,37
273,4783,545,29
274,4783,655,37
275,4783,637,37
276,4783,663,37
277,4783,565,33
278,4783,659,37
279,4783,661,37
280,4783,679,37
281,4783,651,37
282,4783,805,37
283,4783,675,37
284,4783,881,37
285,4783,685,37
286,4783,649,37
287,4783,673,37
288,4783,749,37
289,4783,975,32
290,4783,505,37
291,4783,633,37
292,4783,627,32
293,4783,687,37
294,4783,953,37
295,4783,943,37
296,4783,575,32
297,4783,977,37
298,4783,771,31
299,4783,679,34
300,4783,541,31
301,4783,671,32
302,4783,683,38
303,4783,819,44
304,4783,781,37
305,4783,645,32
306,4783,711,37
307,4783,653,32
308,4783,969,37
309,4783,797,38
310,4783,725,34
311,4783,463,34
312,4783,663,33
313,4783,685,32
314,4783,787,34
315,4783,729,34
316,4783,859,40
317,4783,903,37
318,4783,835,31
319,4783,905,37
320,4783,639,32
321,4783,707,33
322,4783,633,32
323,4783,817,44
324,4783,623,36
325,4783,699,41
326,4783,989,37
327,4783,761,35
328,4783,605,33
329,4783,751,31
330,4783,865,37
331,4783,735,35
332,4783,807,44
333,4783,663,32
334,4783,753,35
335,4783,759,44
336,4783,557,32
337,4783,779,31
338,4783,953,37
339,4783,521,25
340,4783,621,33
341,4783,511,33
342,4783,689,35
343,4783,509,25
344,4783,597,30
345,4783,515,23
346,4783,597,30
347,4783,731,31
348,4783,903,33
349,4783,427,19
350,4783,471,25
351,4783,599,33
352,4783,753,33
353,4783,575,33
354,4783,761,33
355,4783,729,39
356,4783,517,33
357,4783,383,25
358,4783,595,24
359,4783,167,18
360,4783,595,24
361,4783,381,25
362,4783,279,20
363,4783,793,33
364,4783,263,20
365,4783,611,24
366,4783,267,25
367,4783,875,33
368,4783,327,25
369,4783,531,25
370,4783,767,30
371,4783,325,25
372,4783,377,27
373,4783,473,25
374,4783,359,25
375,4783,445,25
376,4783,769,33
377,4783,565,33
378,4783,703,34
379,4783,465,25
380,4783,459,25
381,4783,419,25
382,4783,701,30
383,4783,429,26
384,4783,599,26
385,4783,659,25
386,4783,381,25
387,4783,319,22
388,4783,401,24
389,4783,325,22
390,4783,757,30
391,4783,393,26
392,4783,263,15
393,4783,395,28
394,4783,917,33
395,4783,441,30
396,4783,635,33
397,4783,477,35
398,4783,811,30
399,4783,825,30
400,4783,887,33
401,4783,479,32
402,4783,939,33
403,4783,843,34
404,4783,903,33
405,4783,657,24
406,4783,827,28
407,4783,819,25
408,4783,685,24
409,4783,825,28
410,4783,833,34
411,4783,795,36
412,4783,899,34
413,4783,927,36
414,4783,901,33
415,4783,827,33
416,4783,847,33
417,4783,815,33
418,4783,745,28
419,4783,859,34
420,4783,717,25
421,4783,735,28
422,4783,955,36
423,4783,899,36
424,4783,985,36
425,4783,991,36
426,4783,915,36
427,4783,689,35
428,4783,721,27
429,4783,657,29
430,4783,765,26
431,4783,971,36
432,4783,791,28
433,4783,921,39
434,4783,905,34
435,4783,881,36
436,4783,737,26
437,4783,889,36
438,4783,569,27
439,4783,787,36
440,4783,981,35
441,4783,865,32
442,4783,849,36
443,4783,861,30
444,4783,931,34
445,4783,859,36
446,4783,711,30
447,4783,797,30
448,4783,711,30
449,4783,825,34
450,4783,823,28
451,4783,849,38
452,4783,867,28
453,4783,823,35
454,4783,865,36
455,4783,961,39
456,4783,869,36
457,4783,913,36
458,4783,885,39
459,4783,919,39
460,4783,933,36
461,4783,981,31
462,4783,837,39
463,4783,835,30
464,4783,921,39
465,4783,901,39
466,4783,861,27
467,4783,561,28
468,4783,885,39
469,4783,923,26
470,4783,829,26
471,4783,831,26
472,4783,829,36
473,4783,989,30
474,4783,875,27
475,4783,919,29
476,4783,799,27
477,4783,871,29
478,4783,963,27
479,4783,881,29
480,4783,765,27
481,4783,799,27
482,4784,721,29
483,4784,721,29
484,4784,717,29
485,4784,749,29
486,4784,735,29
487,4784,705,29
488,4784,747,30
489,4784,699,29
490,4784,735,29
491,4784,729,29
492,4784,703,29
493,4784,765,29
494,4784,813,30
495,4784,649,29
496,4784,899,28
497,4784,699,29
498,4784,757,30
499,4784,831,30
500,4784,599,23
501,4784,509,29
502,4784,725,29
503,4784,729,29
504,4784,643,29
505,4784,631,29
506,4784,847,30
507,4784,759,29
508,4784,759,29
509,4784,797,30
510,4784,859,34
511,4784,553,28
512,4784,859,28
513,4784,705,30
514,4784,761,33
515,4784,733,30
516,4784,747,27
517,4784,825,43
518,4784,739,30
519,4784,827,43
520,4784,853,30
521,4784,705,27
522,4784,821,27
523,4784,723,30
524,4784,841,27
525,4784,829,43
526,4784,861,30
527,4784,675,30
528,4784,749,26
529,4784,915,30
530,4784,905,30
531,4784,697,28
532,4784,857,53
533,4784,923,30
534,4784,909,30
535,4784,839,34
536,4784,653,28
537,4784,817,30
538,4784,923,30
539,4784,927,30
540,4784,879,25
541,4784,949,29
542,4784,523,30
543,4784,711,27
544,4784,861,28
545,4784,821,33
546,4784,973,30
547,4784,715,28
548,4784,661,26
549,4784,657,32
550,4784,915,27
551,4784,767,33
552,4784,505,28
553,4784,901,33
554,4784,673,28
555,4784,733,34
556,4784,949,33
557,4784,689,29
558,4784,459,28
559,4784,759,26
560,4784,791,25
561,4784,903,28
562,4784,823,45
563,4784,527,28
564,4784,979,33
565,4784,485,29
566,4784,659,27
567,4784,789,29
568,4784,801,29
569,4784,673,27
570,4784,855,36
571,4784,807,29
572,4784,719,29
573,4784,793,31
574,4784,925,25
575,4784,879,25
576,4784,753,31
577,4784,803,34
578,4784,867,25
579,4784,769,29
580,4784,933,31
581,4784,795,29
582,4784,875,36
583,4784,601,30
584,4784,817,34
585,4784,527,26
586,4784,707,32
587,4784,765,29
588,4784,773,29
589,4784,925,35
590,4784,971,31
591,4784,935,31
