Generation,Champion Fitness,Champion Complexity,Champion Depth
1,1392,509,8
2,2285,255,7
3,2285,255,7
4,2285,239,7
5,2285,255,7
6,2285,275,10
7,2285,267,10
8,2428,279,9
9,2428,285,9
10,2580,281,10
11,2580,285,11
12,2580,281,10
13,2581,285,11
14,2581,165,11
15,2581,177,11
16,2581,197,11
17,2581,359,13
18,2581,197,11
19,2581,359,13
20,2581,217,14
21,2588,209,11
22,2620,469,13
23,2620,473,13
24,2621,469,13
25,2621,473,13
26,2621,621,15
27,2827,435,14
28,2827,315,14
29,2827,471,14
30,2827,379,16
31,2828,435,14
32,2828,435,14
33,2828,355,12
34,2828,355,12
35,2828,585,20
36,2828,561,15
37,2828,437,14
38,2828,441,14
39,2828,437,14
40,2828,589,15
41,2828,543,15
42,2828,597,15
43,2828,475,18
44,2828,535,15
45,2835,623,18
46,2835,623,18
47,2835,623,18
48,2835,629,18
49,2835,759,30
50,2835,625,18
51,2835,981,20
52,2835,641,18
53,2835,619,18
54,2835,637,18
55,2835,601,15
56,2835,531,18
57,2835,495,15
58,2835,697,18
59,2835,581,18
60,2835,523,18
61,2835,929,23
62,2835,853,25
63,2835,567,15
64,2847,605,14
65,2847,611,14
66,2847,615,14
67,2847,601,14
68,2847,613,14
69,2847,617,14
70,2847,617,14
71,2847,619,14
72,2847,721,16
73,2847,729,25
74,2847,729,25
75,2847,871,25
76,2847,713,18
77,2847,889,25
78,2847,723,20
79,2847,681,16
80,2847,719,18
81,2847,509,14
82,2847,787,25
83,2847,667,16
84,2847,617,16
85,2847,893,25
86,2847,607,16
87,2847,981,25
88,2847,905,26
89,2847,715,20
90,2847,707,17
91,2847,849,22
92,2847,707,17
93,2847,805,23
94,2847,885,25
95,2847,717,17
96,2847,889,25
97,2847,617,19
98,2847,889,30
99,2847,555,14
100,2847,473,16
101,2847,573,16
102,2847,861,24
103,2847,677,17
104,2847,893,24
105,2847,593,19
106,2847,657,25
107,2847,677,25
108,2847,863,24
109,2847,797,32
110,2847,851,30
111,2847,887,32
112,2847,801,24
113,2847,823,24
114,2847,829,32
115,2847,985,26
116,2847,437,15
117,2847,783,28
118,2892,829,32
119,2892,829,32
120,2892,813,32
121,2892,829,32
122,2892,813,32
123,2892,789,34
124,2892,833,32
125,2892,769,32
126,2892,887,32
127,2892,709,32
128,2892,673,22
129,2892,871,32
130,2892,751,32
131,2892,863,32
132,2892,763,30
133,2892,997,32
134,2892,625,23
135,2892,759,32
136,2892,873,35
137,2892,783,32
138,2892,781,32
139,2892,721,23
140,2892,799,32
141,2892,945,32
142,2892,875,32
143,2892,745,32
144,2892,733,32
145,2892,745,32
146,2892,827,23
147,2892,745,32
148,2892,781,31
149,2892,923,34
150,2892,757,32
151,2892,895,34
152,2892,799,32
153,2892,757,32
154,2896,579,22
155,2896,587,22
156,2896,797,32
157,2896,597,22
158,2897,721,32
159,2897,723,32
160,3318,31,4
161,3318,31,4
162,3318,31,4
163,3318,27,4
164,3318,27,4
165,3579,25,4
166,3579,31,5
167,3579,31,5
168,3579,33,5
169,3579,37,5
170,3579,25,4
171,3579,37,7
172,3579,43,7
173,3632,43,8
174,3632,43,8
175,3632,49,9
176,3632,25,4
177,3632,49,9
178,3632,23,5
